,Name,ID,Age,Nationality,primary_pos,Value
15098,J. González,240405,20,Argentina,RB,230000
15099,S. Hart,236310,20,England,LM,240000
15100,P. Haginge,159255,32,Sweden,LB,90000
15101,K. Ikeda,232727,30,Japan,ST,150000
15102,L. Cháves,213272,21,Argentina,GK,160000
15103,R. Nelson,231448,17,England,RM,350000
15104,M. Šverko,235800,19,Croatia,LB,300000
15105,J. Cortés,239640,22,Colombia,ST,230000
15106,R. Marín,237849,19,Mexico,ST,325000
15107,R. Hernández,240921,19,Venezuela,RB,300000
15108,E. Osadebe,229914,20,Republic of Ireland,CM,220000
15109,S. Pispas,237082,19,Greece,ST,325000
15110,T. Tanaka,173338,34,Japan,LM,80000
15111,S. McGuinness,212763,22,Republic of Ireland,GK,190000
15112,A. Módula,240411,24,Argentina,CM,200000
15113,Y. Valery,236316,18,France,RB,210000
15114,Yoo Seung Min,237085,18,Korea Republic,LW,250000
15115,T. Nishimura,232479,20,Japan,ST,260000
15116,Park Won Jae,237089,23,Korea Republic,RB,180000
15117,M. Ngwisani,237602,19,Germany,LB,240000
15118,M. Slavov,201251,26,Ukraine,ST,190000
15119,L. Geertruida,241187,16,Netherlands,RB,280000
15120,A. Al Harbi,225061,22,Saudi Arabia,GK,170000
15121,Matheus Silva,229669,20,Brazil,CB,300000
15122,O. Ayın,240933,20,Turkey,LM,250000
15123,B. Waters,212006,22,England,CAM,220000
15124,C. Guy,227878,20,England,CM,350000
15125,A. Terekhov,231718,19,Russia,RW,325000
15126,L. Amador,236840,21,Mexico,CDM,210000
15127,L. Gerlspeck,237608,18,Germany,RB,230000
15128,A. Zeka,237609,18,Albania,RW,325000
15129,S. Woudstra,241193,20,Netherlands,RB,210000
15130,J. Parker,197930,26,Antigua & Barbuda,RM,200000
15131,P. Dimitriou,228906,34,France,LB,40000
15132,D. Johnson,235051,18,England,RB,290000
15133,D. Southwell,235307,23,England,RW,240000
15134,N. Kabamba,237355,24,England,ST,220000
15135,D. Ryan,240171,17,Australia,LB,280000
15136,B. Héry,215084,25,France,CAM,190000
15137,Q. Bena,236588,19,France,CDM,325000
15138,L. Angulo,239660,21,Colombia,CM,220000
15139,L. Barlocco,220461,22,Italy,LB,180000
15140,I. Young,239661,19,United States,RW,325000
15141,I. Gelios,204334,25,Greece,GK,150000
15142,D. O'Shaughnessy,221486,22,Finland,CB,190000
15143,A. Guliev,233518,21,Azerbaijan,ST,240000
15144,I. Vujica,235054,20,Australia,LB,200000
15145,L. Jonsson,237359,24,Sweden,GK,140000
15146,M. Brunelli,226864,22,Italy,GK,160000
15147,M. Uusitalo,234288,20,Finland,GK,190000
15148,B. Simakala,235056,20,Germany,ST,350000
15149,J. Burn,229681,22,England,CB,190000
15150,D. O'Connor,200498,25,Republic of Ireland,LB,160000
15151,M. Fisch,239154,24,Denmark,CB,200000
15152,I. Hajtic,236596,19,Bosnia Herzegovina,CB,300000
15153,J. Garay,236852,24,Colombia,LB,180000
15154,J. Wrąbel,219701,21,Poland,GK,190000
15155,Han Ji Won,232245,23,Korea Republic,CDM,180000
15156,I. Colman,225590,22,Argentina,CAM,270000
15157,A. Disasi,229942,19,France,CB,260000
15158,S. Elliott,157240,33,Republic of Ireland,ST,100000
15159,E. Onariase,228152,20,England,CB,240000
15160,T. Müller,239928,22,Germany,CB,180000
15161,R. Deacon,202809,25,England,LB,200000
15162,D. Rogers,208697,23,Republic of Ireland,GK,180000
15163,C. Craft,224569,20,United States,CM,280000
15164,A. Zendejas,229433,21,United States,GK,220000
15165,A. Scherbakov,228923,19,Russia,ST,325000
15166,R. Hironaga,232507,27,Japan,GK,120000
15167,J. Harper,229948,21,Scotland,RW,350000
15168,S. Atakayi,236348,18,Finland,RM,325000
15169,L. Ritzka,237884,19,Germany,CB,220000
15170,B. Potts,206653,22,England,CAM,230000
15171,F. Mosquera,236861,22,Colombia,RB,210000
15172,A. Bobichon,225855,21,France,LM,220000
15173,A. Maksimenko,233791,19,Russia,GK,230000
15174,R. Kristo,238655,24,United States,ST,220000
15175,L. Destéfano,240447,22,Argentina,CAM,210000
15176,J. Bridge,220994,21,England,CAM,250000
15177,C. Elliott,213571,26,England,RB,160000
15178,M. Abundiz,222787,21,Mexico,ST,230000
15179,C. Kader,229187,20,Germany,LW,260000
15180,J. Beste,240451,18,Germany,LB,290000
15181,M. Engl,239172,19,Germany,GK,230000
15182,L. Forte,215365,22,Italy,LW,220000
15183,A. Al Bukhari,236357,22,Saudi Arabia,LM,190000
15184,R. Olsen,189255,28,Denmark,RWB,120000
15185,M. Milinković,227656,23,France,LW,210000
15186,A. Grbic,239432,20,Austria,ST,230000
15187,G. Bianchini,240456,20,Argentina,RM,250000
15188,T. Sugiyama,191560,36,Japan,GK,20000
15189,J. Carranza,240969,17,Argentina,ST,350000
15190,K. Storer,229962,30,England,CM,140000
15191,W. Parra,225355,22,Colombia,CDM,220000
15192,K. Kinoshita,212812,22,Japan,ST,220000
15193,S. Reyes,239948,19,Mexico,LW,325000
15194,E. List,228685,20,England,LM,230000
15195,R. Brennan,198990,25,Republic of Ireland,CM,190000
15196,A. Azeez,207950,23,England,RW,230000
15197,D. Muñoz,237646,21,Colombia,RB,300000
15198,K. Hoffmann,238670,22,Germany,CM,240000
15199,L. Cueto,224335,21,Germany,RM,300000
15200,C. Deprès,226127,22,France,ST,220000
15201,M. De Luca,237391,18,Italy,ST,280000
15202,Mario Sánchez,240719,21,Spain,RM,220000
15203,J. Augustinsson,233040,21,Sweden,LB,200000
15204,R. Charles-Cook,203090,23,England,GK,180000
15205,Y. Maziz,237138,19,France,CAM,220000
15206,K. Nowak,211283,22,Poland,CAM,210000
15207,N. Schiavi,229459,22,Argentina,CM,220000
15208,V. van den Bogert,237395,17,Netherlands,CB,200000
15209,G. Gentile,240211,22,Argentina,ST,220000
15210,A. Lucoqui,233812,19,Germany,LB,260000
15211,J. Piotrowski,229973,19,Poland,CM,300000
15212,I. Ugbo,233045,18,England,ST,325000
15213,T. Reid,235605,19,England,RB,300000
15214,A. Gritsaenko,240213,22,Russia,CB,190000
15215,I. Aaneba,240725,18,France,CB,290000
15216,W. Patching,229718,18,England,CM,325000
15217,J. Karlstrøm,235606,20,Norway,GK,210000
15218,D. Metzger,237398,23,United States,CM,210000
15219,Ruben Bover,204887,25,Spain,CAM,200000
15220,J. Svensson,231511,27,Sweden,RM,160000
15221,H. Suárez,237143,23,Colombia,CDM,200000
15222,B. De Alba,237655,24,Colombia,CAM,210000
15223,L. Kelly,231512,18,England,LB,290000
15224,Hu Ruibao,240472,20,China PR,CB,210000
15225,L. García,211033,24,Mexico,GK,150000
15226,P. Dzalto,233305,20,Croatia,ST,270000
15227,B. Volpini,239193,19,Argentina,CAM,325000
15228,I. Bamba,239449,23,France,RW,230000
15229,L. Rajot,240729,19,France,RM,325000
15230,V. Faherty,183641,30,Republic of Ireland,ST,150000
15231,D. Rosin,224091,21,Germany,LM,280000
15232,A. Sicker,238683,20,Germany,LB,220000
15233,H. Valgarðsson,202332,28,Iceland,LB,120000
15234,V. Maksimenko,212573,26,Latvia,LB,150000
15235,K. Mullin,213853,23,Russia,RB,220000
15236,O. Sowunmi,223069,21,England,ST,250000
15237,K. Pereira,228189,29,India,LB,0
15238,K. Mellor,200286,26,England,RWB,150000
15239,S. Ring,226654,22,Sweden,LB,180000
15240,G. Kelly,233310,19,Republic of Ireland,LB,300000
15241,D. Sugimoto,237918,23,Japan,GK,150000
15242,F. Florio,240991,21,Italy,RB,210000
15243,S. Shearer,120415,36,Scotland,GK,20000
15244,Vitó Ferreira,235872,19,Portugal,CM,240000
15245,F. Yiğit,240480,22,Turkey,RM,220000
15246,G. Borello,240736,18,Italy,RW,325000
15247,S. Beattie,202594,28,Republic of Ireland,RW,120000
15248,A. Downes,163170,32,Australia,CB,90000
15249,R. Muhammed,240738,23,France,RM,210000
15250,S. Gnaka,237155,18,Ivory Coast,CB,290000
15251,A. Arce,239459,20,Mexico,ST,230000
15252,S. Shimizu,232804,24,Japan,ST,210000
15253,J. Sotirio,221285,21,Australia,CAM,240000
15254,H. Anderson,225125,20,England,RM,280000
15255,E. Skaasheim,203366,24,Norway,RB,160000
15256,G. Smith,223846,20,England,LB,220000
15257,J. Singh,228198,25,India,RM,0
15258,A. Al Saleh,210791,27,Saudi Arabia,GK,130000
15259,S. Matic,213351,23,Sweden,ST,210000
15260,J. Davis,205160,23,England,RB,200000
15261,H. Lorentzen,215400,19,Norway,ST,250000
15262,A. Faivre,137321,39,France,LB,10000
15263,S. Findlay,227945,21,Scotland,LB,240000
15264,M. Eid,235881,24,Palestine,ST,220000
15265,J. Rowley,238185,18,England,CM,325000
15266,M. Leahy,199018,28,Republic of Ireland,CB,140000
15267,R. Hanley,209258,23,England,LB,180000
15268,M. Skenderović,239466,19,Germany,ST,325000
15269,B. Van Durmen,228715,20,Belgium,CDM,220000
15270,K. Tittel,238700,23,Germany,GK,150000
15271,R. Ziegele,234861,20,Germany,CB,300000
15272,D. Osei,236397,19,England,ST,270000
15273,L. Kinsella,220014,22,England,LWB,180000
15274,E. Maury,231278,21,France,CM,240000
15275,D. Giorgino,168302,32,Italy,CDM,90000
15276,S. Mukhammad,240750,27,Afghanistan,CM,180000
15277,T. Johnson,231536,18,England,RM,325000
15278,K. Kirihata,232560,30,Japan,GK,100000
15279,Rodrigo,188528,34,Brazil,LW,80000
15280,C. Cuesta,233841,18,Colombia,CB,325000
15281,Y. Diouf,235633,17,France,GK,280000
15282,F. Ugrinic,236657,18,Switzerland,CAM,325000
15283,A. Ikedi,238449,18,Nigeria,CDM,290000
15284,D. Meenan,189809,30,Northern Ireland,LM,150000
15285,A. Najem,237682,22,United States,CAM,240000
15286,H. Traore,240498,20,Mali,CDM,240000
15287,M. Ortíz,241010,23,Argentina,RB,170000
15288,S. Duggan,189810,28,Republic of Ireland,CM,150000
15289,I. Łasicki,220531,22,Poland,CB,190000
15290,S. Wharton,231540,19,England,CB,300000
15291,C. Iwasa,237173,23,United States,ST,220000
15292,R. Cretaro,22391,35,Republic of Ireland,RM,70000
15293,S. Old,174199,31,New Zealand,CB,100000
15294,S. Al Mutairi,235896,29,Saudi Arabia,ST,160000
15295,J. Maguire,231033,21,England,LB,300000
15296,H. Ide,237433,23,Japan,RM,240000
15297,C. Storie,214651,21,Scotland,CM,280000
15298,P. López,239995,19,Mexico,CM,270000
15299,N. Gigli,241019,21,Italy,CB,200000
15300,L. Cichos,238972,21,Germany,GK,190000
15301,E. Ayala,239996,21,Mexico,ST,240000
15302,N. Al Muwallad,225661,24,Saudi Arabia,CM,180000
15303,A. Coote,226429,19,Scotland,CM,325000
15304,K. Buckley,202881,25,Republic of Ireland,CM,160000
15305,L. Scott,234881,20,Australia,ST,260000
15306,R. Mendiola,222082,23,Mexico,LM,280000
15307,J. Vickers,224130,21,England,GK,210000
15308,G. Buckley,208771,23,Republic of Ireland,CM,220000
15309,J. Pereyra,233092,18,Argentina,LM,325000
15310,S. Hirayama,173188,32,Japan,ST,120000
15311,P. Menzel,235141,18,Germany,GK,260000
15312,A. McGowan,213127,20,England,LWB,220000
15313,S. Joss,228999,22,Switzerland,RB,190000
15314,Y. Fekir,239496,20,France,LW,280000
15315,L. Ranieri,240777,18,Italy,LB,290000
15316,R. Marcone,201354,24,Romania,GK,160000
15317,J. Wright,231818,20,England,ST,350000
15318,D. Rice,234378,18,Republic of Ireland,CB,290000
15319,S. Camargo,237194,22,Canada,CM,200000
15320,Song Yoo Gul,182154,32,Korea Republic,GK,90000
15321,V. Stenzel,238731,20,Germany,LM,220000
15322,A. Batsuev,240267,20,Russia,CDM,280000
15323,J. Keohane,200844,26,Republic of Ireland,RB,190000
15324,B. Diallo,237196,28,France,CB,130000
15325,A. Kadyrov,240268,20,Russia,ST,270000
15326,M. Ebiye,240524,20,Nigeria,RM,270000
15327,R. Bando,191372,37,Japan,ST,60000
15328,D. Haspolat,235661,17,Netherlands,CAM,300000
15329,I. Akinade,210319,23,Nigeria,ST,210000
15330,B. Jairu,231567,35,India,CDM,0
15331,T. Al Shamali,228752,27,Saudi Arabia,RM,160000
15332,R. Dadashov,238736,18,Azerbaijan,ST,325000
15333,R. Bidounga,238737,20,France,CB,240000
15334,J. Oosterlen,235154,20,Netherlands,LB,240000
15335,D. Ingham,237714,18,New Zealand,RM,290000
15336,L. Cuesta,220563,23,Colombia,RM,220000
15337,L. Bätge,234643,19,Germany,GK,280000
15338,J. Bekkema,235155,21,Netherlands,GK,170000
15339,J. Villalpando,181907,32,Mexico,GK,90000
15340,L. Roberts,211604,22,England,GK,180000
15341,A. Guarnone,240276,18,Italy,GK,260000
15342,B. Etcheverria,237717,20,France,RB,220000
15343,G. Kamara,213654,21,Finland,CDM,270000
15344,G. Cooper,222870,20,England,RM,350000
15345,R. Perraud,231318,19,France,CM,300000
15346,V. Henry,233366,23,France,ST,210000
15347,M. Górski,201111,27,Poland,ST,170000
15348,C. Quenum,225176,24,France,CB,180000
15349,M. Huber,234648,27,Austria,CB,150000
15350,M. Entrup,235416,19,Austria,ST,220000
15351,P. Pentz,228505,20,Austria,GK,160000
15352,M. Vilhete,199834,24,Portugal,CM,200000
15353,J. Payne,192154,26,England,CM,160000
15354,H. Vetlesen,238235,17,Norway,CAM,300000
15355,A. Canbaz,241051,19,Germany,CAM,325000
15356,R. Al Hafizi,240028,21,Saudi Arabia,LM,220000
15357,C. King,213149,21,Scotland,LM,230000
15358,M. Nade,238749,18,France,CB,220000
15359,H. Hyseni,228510,24,Germany,ST,200000
15360,J. Schneider,238238,23,Germany,ST,220000
15361,D. Gojko,238494,19,Poland,LM,270000
15362,F. Ronstadt,230047,19,Germany,RM,200000
15363,J. Chicco,233887,19,Argentina,CM,300000
15364,D. Pybus,237471,19,England,CAM,270000
15365,T. Cottes,238751,19,France,GK,230000
15366,F. Senninger,239775,21,Germany,RM,200000
15367,J. Valencia,214432,24,Colombia,GK,160000
15368,J. Hoffmann,239776,21,Germany,CB,240000
15369,N. Smith,222625,21,England,CB,250000
15370,J. Machín,230817,20,Equatorial Guinea,CDM,260000
15371,C. Rodríguez,233633,21,Colombia,CAM,350000
15372,A. Lacey,222114,24,England,CM,190000
15373,A. Pululu,239267,18,France,ST,325000
15374,A. King,212388,21,Scotland,CM,280000
15375,A. Parkhouse,235940,24,Australia,LW,180000
15376,J. Urke,240549,26,Norway,GK,150000
15377,S. Doumbia,236454,20,Ivory Coast,LW,240000
15378,L. Burge,203175,24,England,GK,140000
15379,Y. Ndiaye,233895,21,France,CM,200000
15380,J. Bitter,234407,20,Germany,LB,220000
15381,J. Morsay,236455,19,Sweden,LW,240000
15382,D. Lavalée,236712,20,Belgium,CB,240000
15383,B. Wright,237224,22,Canada,ST,230000
15384,A. Swolfs,226729,19,Belgium,GK,230000
15385,K. Woolery,227498,22,England,RM,250000
15386,I. Lučić,210347,22,Austria,GK,180000
15387,B. Smuczyński,220587,21,Poland,LM,220000
15388,A. Falahen,216494,24,Palestine,ST,210000
15389,Obama,240559,17,Spain,LM,300000
15390,M. Rose,208816,22,England,RM,220000
15391,A. Peña,230834,21,Mexico,CB,240000
15392,D. Conner,231858,23,United States,CDM,200000
15393,K. Roberts,234674,19,England,RB,300000
15394,W. Hashimoto,232371,30,Japan,LB,110000
15395,S. Salles-Lamonge,232116,21,France,CM,240000
15396,J. Green,235700,22,England,ST,240000
15397,J. Behounek,235956,19,Germany,RB,260000
15398,S. Zehnder,238772,18,Germany,LM,325000
15399,K. Senkbeil,240052,18,Germany,RB,230000
15400,S. Brown,152501,32,England,CDM,90000
15401,H. Guy,153269,32,Ivory Coast,CM,120000
15402,S. McKenna,225974,20,Scotland,CB,240000
15403,L. Del Pinto,235702,27,Italy,CM,130000
15404,Z. Jules,230839,19,Scotland,CB,240000
15405,J. Godínez,239545,20,Mexico,ST,350000
15406,F. Román,237242,21,Colombia,RB,220000
15407,N. Gutjahr,216507,24,Germany,CM,200000
15408,D. Moreno,227515,21,Colombia,CAM,250000
15409,E. Nketiah,236988,18,England,ST,350000
15410,I. Cissé,231869,20,France,CAM,220000
15411,K. Kitamoto,232893,35,Japan,CB,40000
15412,J. Pendant,238269,20,France,LB,210000
15413,N. Barthélémy,239037,26,France,CAM,180000
15414,L. Tempelmann,241085,18,Germany,CDM,325000
15415,M. Velazco,233918,22,Argentina,GK,170000
15416,C. Ogilvie,222399,21,England,LB,210000
15417,H. Beautyman,195519,25,England,CM,200000
15418,T. Salquist,227520,22,Denmark,CB,240000
15419,S. Daham,228544,21,France,CDM,350000
15420,K. Sugiyama,237760,32,Japan,CDM,90000
15421,J. Ayunga,233665,20,Kenya,ST,280000
15422,S. Ribéry,240065,21,France,RW,250000
15423,A. Gambetta,231362,20,France,GK,220000
15424,Y. Kawai,237762,27,Japan,CM,160000
15425,D. Tutonda,223941,21,DR Congo,LB,180000
15426,F. Cambeses,232645,20,Argentina,GK,280000
15427,A. Al Aryani,235975,21,Saudi Arabia,RM,260000
15428,A. Al Dawsari,232904,19,Saudi Arabia,CDM,300000
15429,J. McQuoid,182728,27,Northern Ireland,RM,170000
15430,S. Russell,53960,34,England,GK,60000
15431,P. Skapetis,208329,22,Australia,ST,230000
15432,C. Guanca,227785,24,Argentina,ST,200000
15433,A. Siebeck,235209,23,Germany,LB,210000
15434,Madger Gomes,239305,20,Spain,CM,350000
15435,M. González,241097,20,Argentina,CM,240000
15436,C. Calvert,216522,20,United States,ST,260000
15437,D. Douline,212939,24,France,CB,210000
15438,B. Nana-Sinkam,237263,22,United States,RB,190000
15439,K. Forenc,201169,24,Poland,GK,140000
15440,D. Rowe,213201,21,England,RB,220000
15441,J. Kinjo,232401,20,Japan,RB,350000
15442,D. Bates,235729,20,Scotland,CB,250000
15443,L. Callahan,237265,23,United States,LM,190000
15444,A. Williams,208850,23,England,ST,240000
15445,J. Flatt,212178,22,England,GK,180000
15446,M. Berg Gjerstrøm,222162,20,Norway,CAM,280000
15447,J. Rønningen,236754,26,Norway,RM,180000
15448,I. Gómez,235987,20,Argentina,CDM,270000
15449,T. Baumgart,238803,19,Germany,RM,270000
15450,N. Maher,225493,21,England,CB,180000
15451,A. Bodart,237525,19,Belgium,GK,230000
15452,C. Horgan,226006,22,Republic of Ireland,RB,180000
15453,J. Wehrmann,238038,18,Netherlands,CDM,325000
15454,C. Main,189910,25,England,ST,200000
15455,J. Giraldo,234967,19,Colombia,CM,300000
15456,J. Shaibu,235223,19,Denmark,ST,290000
15457,E. Kronberg,178392,33,United States,GK,80000
15458,G. Rogers,149721,35,Republic of Ireland,GK,40000
15459,B. Close,222937,20,England,CDM,350000
15460,M. Corboz,231897,22,United States,CB,190000
15461,A. Gounet,207834,28,France,GK,130000
15462,R. Lainton,184282,27,England,GK,130000
15463,T. O'Sullivan,211163,22,Wales,CM,250000
15464,M. Maranda,233435,19,Austria,CB,300000
15465,E. Adams,232412,21,England,CM,250000
15466,M. Talal,239324,19,France,CM,290000
15467,Lara,240860,17,Spain,LW,270000
15468,C. Månsson,176860,36,Sweden,GK,20000
15469,Y. Kimoto,237789,23,Japan,CB,190000
15470,Núñez,240861,19,Spain,RB,260000
15471,G. Caffa,226270,36,Argentina,GK,20000
15472,Vera,235998,20,Spain,LM,240000
15473,B. Varga,236510,23,Hungary,ST,230000
15474,S. Long,218591,22,Republic of Ireland,RB,180000
15475,J. Bouet,239327,33,France,GK,80000
15476,O. Filip,239583,19,Austria,RM,325000
15477,V. Ramis,234464,22,Argentina,RW,210000
15478,J. Jones,223969,21,Scotland,CM,300000
15479,T. Bola,233441,18,England,CB,250000
15480,K. Stamatopoulos,102881,37,Canada,GK,10000
15481,A. Araujo,234465,25,Argentina,RM,200000
15482,A. Fleming,184801,29,England,LM,150000
15483,J. Bamert,231650,19,Switzerland,LB,300000
15484,O. Mamoun,234722,21,France,RB,240000
15485,S. Folan,199139,25,Republic of Ireland,CB,170000
15486,D. Cornell,190179,26,Wales,GK,140000
15487,F. Andersson,229860,28,Sweden,GK,110000
15488,T. Onozawa,237796,19,Japan,LM,325000
15489,A. Nurudeen,239076,18,Ghana,GK,260000
15490,E. Næsbak Brenden,233446,23,Norway,CAM,200000
15491,M. Christensen,234982,19,Denmark,CM,325000
15492,Lee Jeong Bin,237030,22,Korea Republic,CAM,230000
15493,E. Brophy,224487,21,Scotland,CAM,280000
15494,G. Peers,169191,31,Republic of Ireland,CB,100000
15495,A. Al Najjar,238055,20,Saudi Arabia,RW,280000
15496,A. Paroni,222952,27,Italy,GK,130000
15497,A. May,228584,19,England,CAM,325000
15498,R. Sawakami,237800,23,Japan,ST,220000
15499,J. Macías,239592,17,Mexico,ST,300000
15500,E. Nesterenko,226281,21,Russia,CB,220000
15501,A. Ibrahimaj,239338,25,Germany,RM,180000
15502,C. Clifford,198891,25,Republic of Ireland,CM,200000
15503,C. McCormack,202731,27,Republic of Ireland,CDM,180000
15504,N. Al Mousa,212971,26,Saudi Arabia,CAM,160000
15505,R. Wolsztyński,231147,22,Poland,ST,220000
15506,A. Trusty,235755,18,United States,CB,290000
15507,H. Sandvik,228845,27,Norway,GK,130000
15508,V. Patrasco,237805,18,Moldova,LB,290000
15509,M. Bürki,211438,23,Switzerland,LB,200000
15510,J. Brophy,230126,22,England,LM,200000
15511,C. Arcus,228591,21,Haiti,RB,210000
15512,J. Barrett,231663,19,Republic of Ireland,CAM,325000
15513,A. Nkosi,235503,24,South Africa,ST,210000
15514,Samu Casado,226288,20,Spain,GK,190000
15515,A. Larsen,234480,27,Denmark,GK,140000
15516,S. Buchta,238321,20,Germany,LM,220000
15517,F. Dmitrovic,239089,21,Serbia,GK,210000
15518,M. Mellado,240369,24,Argentina,CDM,180000
15519,M. Rasmussen,225266,19,Norway,CM,240000
15520,T. Roex,238322,19,Netherlands,GK,200000
15521,J. Álvarez,240370,19,Argentina,LW,325000
15522,Miguel Magalhães,240882,18,Portugal,RB,240000
15523,M. Netolitzky,212979,23,Germany,GK,150000
15524,D. Franke,236787,18,Germany,LB,290000
15525,R. Gilmartin,175603,30,Republic of Ireland,GK,100000
15526,E. Dahlin,182003,28,Sweden,GK,130000
15527,S. Bjørkkjær,225524,20,Norway,LB,180000
15528,V. Mouangue,236277,19,France,LB,210000
15529,S. Humphrys,229367,19,England,ST,270000
15530,J. Schryvers,239095,20,Belgium,RB,220000
15531,A. Fuchs,239351,20,Germany,CM,280000
15532,B. Lekström,176631,36,Sweden,GK,20000
15533,L. Dreher,231673,18,England,CM,325000
15534,L. Bossin,229114,21,Republic of Ireland,GK,220000
15535,N. Arena,237818,18,Argentina,CB,220000
15536,L. Radliński,148475,34,Poland,GK,60000
15537,M. Rodríguez,240379,24,Argentina,RW,210000
15538,J. Mountney,207868,24,Republic of Ireland,RM,210000
15539,K. Montaño,232188,22,Mexico,CM,230000
15540,A. Vlachomitros,239868,19,Greece,ST,220000
15541,I. Oda,237821,18,Japan,CB,290000
15542,M. Pessina,239613,20,Italy,CM,350000
15543,E. Parish,183549,27,England,GK,130000
