,Name,ID,Age,Nationality,Overall,Potential,primary_pos
16767,A. Dannah,230997,23,Saudi Arabia,55,64,CB
16768,L. White,239445,18,England,55,71,LM
16769,M. Kanabah,234070,24,Saudi Arabia,55,59,CM
16770,S. Kanazawa,232791,33,Japan,55,55,CM
16771,M. Varnier,235863,19,Italy,55,66,CB
16772,K. Wakasugi,237911,21,Japan,55,62,CAM
16773,L. Taurino,211289,22,Italy,55,61,RW
16774,M. Barker,209244,23,Republic of Ireland,55,60,LB
16775,J. Osborne,237405,24,England,55,60,CM
16776,J. Lindström,237150,24,Sweden,55,62,CDM
16777,F. Gürden,240478,18,Turkey,55,70,CDM
16778,D. Dennehy,182366,28,Republic of Ireland,55,55,CB
16779,B. Bronico,237920,22,United States,55,62,RM
16780,A. Hartigan,238177,17,England,55,69,CAM
16781,M. Aebischer,236898,20,Switzerland,55,66,CDM
16782,N. Maeda,232803,22,Japan,55,62,ST
16783,S. Clare,233315,20,England,55,70,CM
16784,S. Tarolli,240996,19,Italy,55,65,GK
16785,A. Favalli,211301,24,Italy,55,59,LB
16786,K. Davies,225127,20,Wales,55,70,CB
16787,N. Milosavljevic,229481,21,Switzerland,55,69,CM
16788,A. Simpson,237929,18,England,55,64,LM
16789,J. Brown,236650,19,England,55,68,CAM
16790,E. Sabbi,241002,19,United States,55,65,ST
16791,L. Ellington,240235,18,England,55,67,ST
16792,D. Bock,238956,22,Germany,55,63,RB
16793,L. Zaragoza,239725,20,Mexico,55,65,LW
16794,C. Cooke,223599,20,England,55,70,CM
16795,M. Leacock-McLeod,227183,20,England,55,70,LM
16796,F. Bolkiah,235119,19,Brunei Darussalam,55,69,LM
16797,H. Ishikawa,238447,18,Japan,55,64,CM
16798,E. Selen,233328,22,Turkey,55,65,GK
16799,Y. Gómez,241008,17,Colombia,55,73,GK
16800,G. Boylan,221809,21,Republic of Ireland,55,63,RM
16801,F. Myhre,237937,18,Norway,55,76,CDM
16802,N. Bustos,238194,18,Argentina,55,72,ST
16803,A. Pinga,240242,19,Switzerland,55,67,ST
16804,C. Greger,238963,20,Germany,55,65,LB
16805,F. Bin Munyif,227444,23,Saudi Arabia,55,58,CB
16806,D. Araki,232821,23,Japan,55,59,CM
16807,H. Takimoto,232566,20,Japan,55,69,GK
16808,R. Uehara,232822,20,Japan,55,70,LM
16809,P. Vagic,236662,17,Sweden,55,72,ST
16810,R. Piscitelli,235383,23,Italy,55,63,GK
16811,A. Al Mutairi,235897,21,Saudi Arabia,55,64,LM
16812,A. Djaló,204410,25,Guinea Bissau,55,59,CAM
16813,J. Lewis,231292,19,Northern Ireland,55,72,LM
16814,O. Bugiel,238716,23,Lebanon,55,62,ST
16815,S. Singh,228989,25,India,55,56,LW
16816,A. Edathodika,238205,30,India,55,55,LB
16817,S. Mullings,238718,23,England,55,62,ST
16818,D. Atoiyi,236927,19,France,55,68,CDM
16819,M. Kavdanski,240256,30,Bulgaria,55,55,CB
16820,K. Hay,235905,18,Norway,55,75,CB
16821,K. Nissen,238209,19,Denmark,55,66,ST
16822,B. Doherty,235650,20,Republic of Ireland,55,71,LW
16823,A. Al Shehri,220550,23,Saudi Arabia,55,62,CDM
16824,J. Eastwood,231046,20,England,55,69,GK
16825,M. Thalhammer,239494,19,Germany,55,71,CDM
16826,J. Brimmer,240262,19,Australia,55,71,CM
16827,V. Yaroshenko,231559,20,Russia,55,65,CAM
16828,N. Al Mutairi,235911,29,Saudi Arabia,55,55,LM
16829,A. Adamov,240263,17,Russia,55,69,LB
16830,A. Militari,240519,18,Italy,55,72,CM
16831,T. Smith,240775,18,England,55,73,ST
16832,S. Naruoka,232584,33,Japan,55,55,RM
16833,D. Wishart,238729,25,England,55,59,LB
16834,J. Walker,53643,43,England,55,55,GK
16835,A. Byrne,222092,22,Republic of Ireland,55,61,CDM
16836,R. Purdy,222606,20,Republic of Ireland,55,66,CM
16837,K. Kakoi,232846,26,Japan,55,57,GK
16838,A. Henger,229007,21,Poland,55,68,GK
16839,K. McIntosh,237201,23,United States,55,62,GK
16840,W. Graham,238993,18,Scotland,55,70,ST
16841,A. Argýris,240018,23,Greece,55,61,CDM
16842,N. Baden Frederiksen,240019,17,Denmark,55,68,ST
16843,L. Mulazzi,238228,17,Argentina,55,73,CB
16844,F. Rohner,240532,18,Switzerland,55,71,RW
16845,A. Alesevic,215447,23,Switzerland,55,61,CB
16846,P. Magnon,233367,21,France,55,67,LM
16847,Marcos Lavín,240791,20,Spain,55,66,GK
16848,P. Lewis,237208,22,England,55,63,CDM
16849,J. Williams,238488,19,England,55,70,LB
16850,W. Randall,222361,20,England,55,69,RM
16851,P. Omombe,225177,22,France,55,61,ST
16852,A. Alkhaibari,237721,20,Saudi Arabia,55,65,CDM
16853,M. Battistoni,239769,22,Italy,55,62,CDM
16854,K. Lynge,235674,26,Denmark,55,58,ST
16855,C. Kahraman,233116,18,Turkey,55,75,RM
16856,K. Chorążka,241052,18,Poland,55,74,GK
16857,A. Edwards,225693,19,England,55,68,RWB
16858,M. Ludden,207774,27,Republic of Ireland,55,56,LM
16859,F. Ross,228767,19,Scotland,55,71,RM
16860,R. Boot,213408,22,England,55,65,GK
16861,J. Moder,239778,18,Poland,55,75,CM
16862,C. Senior,226724,20,England,55,67,ST
16863,K. Muskwe,231844,19,England,55,70,ST
16864,J. Nuttall,221349,20,England,55,71,ST
16865,A. Palmer,223909,20,England,55,65,GK
16866,S. Hernández,232101,20,Mexico,55,68,GK
16867,N. Ishikawa,140199,36,Japan,55,55,RW
16868,R. Fitzsimons,207528,23,Republic of Ireland,55,65,GK
16869,K. Kearney,236456,17,Northern Ireland,55,70,CB
16870,C. Winn,200873,25,England,55,58,GK
16871,J. Ritter,224937,22,Denmark,55,65,RWB
16872,A. Kapp,240553,22,United States,55,64,GK
16873,H. Kalala,239786,19,DR Congo,55,67,CB
16874,T. Haraldsson,240554,20,Iceland,55,65,ST
16875,Jordi Ortega,223403,22,Spain,55,66,CM
16876,D. McNulty,231595,26,Northern Ireland,55,58,CB
16877,J. Bennett,240555,21,England,55,65,RB
16878,J. Meza,222380,23,Mexico,55,61,RM
16879,F. Urraburo,226732,26,Argentina,55,59,GK
16880,M. Allan,225709,21,Scotland,55,61,CB
16881,T. Tanaka,232878,19,Japan,55,74,CM
16882,H. Fukushima,232367,24,Japan,55,62,GK
16883,S. Rengifo,238000,22,Colombia,55,62,CDM
16884,S. Tuton,232625,26,England,55,57,ST
16885,O. Brennan,237233,21,Republic of Ireland,55,64,CDM
16886,C. Huérfano,238769,21,Colombia,55,63,RM
16887,F. Sule,237234,20,Republic of Ireland,55,65,CDM
16888,Yun Pyeong Gook,212915,25,Korea Republic,55,60,GK
16889,R. Guitane,235955,18,France,55,76,CAM
16890,Robert Sanchez,228789,19,Spain,55,73,GK
16891,S. Kinsella,235701,18,Republic of Ireland,55,68,LW
16892,S. Tracy,181685,28,Republic of Ireland,55,55,LM
16893,Ahn Sang Min,238264,22,Korea Republic,55,63,RW
16894,H. Noda,232634,19,Japan,55,70,CB
16895,A. Qollaku,238010,20,Switzerland,55,66,RB
16896,S. Sissoko,240570,18,France,55,70,RB
16897,J. Ponticelli,233915,18,England,55,75,ST
16898,P. Pusic,238011,18,Switzerland,55,76,CM
16899,N. Berchtold,238012,17,Switzerland,55,77,GK
16900,Y. Tatsuta,237757,19,Japan,55,70,CB
16901,D. Oko,239805,20,Poland,55,65,CB
16902,J. Lundberg,228286,19,Sweden,55,64,ST
16903,M. Attiyah,211135,25,Saudi Arabia,55,60,ST
16904,K. Gordon,231615,19,England,55,70,RW
16905,C. Oduor,237503,18,England,55,78,CM
16906,M. Cassara,240063,25,France,55,60,GK
16907,L. Bruno,225984,20,Italy,55,65,LB
16908,C. Deasy,236736,20,Republic of Ireland,55,66,RB
16909,M. Biamou,239552,26,France,55,58,ST
16910,L. Davies,231617,17,England,55,75,RB
16911,K. Finn,239554,18,England,55,75,CAM
16912,P. Rooney,228291,20,Republic of Ireland,55,65,LB
16913,J. Earing,240323,18,England,55,70,CM
16914,R. Buchanan,220100,21,Scotland,55,62,ST
16915,B. Banda,231620,19,South Africa,55,66,ST
16916,M. Nanizayamo,236485,19,France,55,67,CB
16917,A. Fukumori,233670,24,Japan,55,60,LB
16918,A. Ajdarević,234950,19,Albania,55,63,LM
16919,V. Venditti,236230,20,Italy,55,68,GK
16920,C. Vernam,212167,20,England,55,69,ST
16921,Kim Jong Seok,233162,22,Korea Republic,55,65,ST
16922,B. Sowe,237514,20,Sweden,55,63,CB
16923,E. Sivertsen,236748,26,Norway,55,57,LB
16924,J. Bruhns,239564,18,Germany,55,67,GK
16925,P. Kapp,239820,19,Germany,55,67,CB
16926,S. Spahiu,240076,17,Belgium,55,71,CM
16927,A. Galens,239309,19,Belgium,55,70,GK
16928,A. Bonilla,238031,19,Colombia,55,68,CM
16929,M. Hoxha,239311,17,Belgium,55,74,CAM
16930,K. Tanno,237776,31,Japan,55,55,GK
16931,R. Al Mousa,221394,22,Saudi Arabia,55,63,CM
16932,R. Sallinger,228562,21,Austria,55,67,GK
16933,Ahn Joon Soo,237778,19,Korea Republic,55,70,GK
16934,T. Torske,236755,33,Norway,55,55,LM
16935,L. Mfeka,237267,23,South Africa,55,63,CAM
16936,C. Paez,232404,19,Colombia,55,70,CB
16937,I. Varone,235476,24,Italy,55,59,CAM
16938,D. Vambolt,240084,22,Russia,55,61,GK
16939,A. Al Amri,235477,22,Saudi Arabia,55,61,GK
16940,D. Doronin,240853,19,Russia,55,68,CM
16941,G. Jarl,213975,22,Sweden,55,62,RB
16942,L. Gallagher,219095,22,Republic of Ireland,55,62,CB
16943,E. Race,230873,20,Norway,55,71,RB
16944,E. Pierce,239321,18,Republic of Ireland,55,72,ST
16945,M. Adamonis,233691,20,Lithuania,55,69,GK
16946,C. Olesen,219869,21,Denmark,55,68,ST
16947,S. Nombe,235742,18,England,55,67,ST
16948,H. Rodgers,229087,20,England,55,68,CB
16949,S. Russell,203232,23,Republic of Ireland,55,62,CM
16950,P. Cunningham,226016,20,Republic of Ireland,55,65,ST
16951,W. Shorrock,238817,18,England,55,71,CAM
16952,F. Asmar,241121,17,Argentina,55,69,RB
16953,S. Kenny,208354,24,Republic of Ireland,55,60,ST
16954,S. Tonks,238818,18,England,55,73,RB
16955,D. Yearwood,240611,17,England,55,72,CM
16956,A. Al Sharid,232677,23,Saudi Arabia,55,62,CM
16957,A. Connolly,237286,17,Republic of Ireland,55,72,ST
16958,S. Rowley,228328,20,England,55,67,GK
16959,C. Haas,237802,24,Austria,55,58,GK
16960,I. Shinozuka,240363,22,Russia,55,65,ST
16961,I. Boye,240364,20,Nigeria,55,67,ST
16962,A. Ba,240620,19,France,55,65,ST
16963,O. Evans,230893,20,Wales,55,70,GK
16964,D. Jubitana,239597,17,Belgium,55,71,CM
16965,T. Mauer,239087,20,Germany,55,65,ST
16966,B. Hanlan,230897,20,England,55,71,ST
16967,J. Gordon,207602,21,England,55,66,ST
16968,A. Ammitzbøl,241138,18,Denmark,55,64,ST
16969,H. Cardwell,223987,20,Scotland,55,69,ST
16970,M. Brændsrød,223476,21,Norway,55,65,ST
16971,H. Donovan,225780,19,England,55,67,CM
16972,J. Ashby,220917,21,England,55,69,CM
16973,R. Kanach,234997,18,Poland,55,70,CDM
16974,A. Sidenko,225526,21,Russia,55,61,CM
16975,B. Crowley,227830,20,Australia,55,62,ST
16976,I. Turner,206327,28,Republic of Ireland,55,55,RM
16977,A. Wan-Bissaka,229880,19,DR Congo,55,71,LM
16978,A. Avdijaj,220668,23,Albania,55,62,ST
16979,H. Douglas,206077,24,Republic of Ireland,55,59,RB
16980,H. Castegren,227837,21,Sweden,55,65,CB
16981,C. Cockerill-Mollett,236029,18,Republic of Ireland,55,71,LB
16982,D. Hadzikadunić,236541,18,Sweden,55,68,CB
16983,I. Angulo,236800,18,Colombia,54,75,RM
16984,J. Rankin-Costello,238336,17,England,54,74,RM
16985,E. Durmaz,240384,17,Sweden,54,66,LM
16986,M. Haarup,240129,21,Denmark,54,66,RB
16987,E. Sousa,215812,22,Portugal,54,62,CAM
16988,N. Perry,240388,17,Sweden,54,65,LM
16989,L. Sahlin,235525,20,Sweden,54,64,CB
16990,Kim Dong Su,239877,22,Korea Republic,54,63,CB
16991,A. Linnér,240390,18,Sweden,54,64,ST
16992,I. Keita,220168,21,France,54,68,ST
16993,I. Meite,237832,20,England,54,67,ST
16994,J. Al Dossary,231179,23,Saudi Arabia,54,61,LB
16995,A. Campbell,233484,18,Scotland,54,71,CDM
16996,D. Nussbaumer,233740,17,Austria,54,67,CM
16997,M. Roseth,235532,18,Norway,54,68,LB
16998,T. Holland,228109,19,Republic of Ireland,54,68,GK
16999,T. Akinola,231438,18,England,54,65,CB
17000,K. Peda,238607,19,Poland,54,63,CAM
17001,B. Lucumí,214032,23,Colombia,54,61,CDM
17002,M. Bower,235283,18,England,54,66,CB
17003,E. Botheim,239125,17,Norway,54,74,ST
17004,B. Warland,225051,20,Australia,54,65,CB
17005,M. Cabit,235548,24,France,54,59,LB
17006,A. Morley,235807,17,England,54,72,CM
17007,A. Wichne,227616,20,Norway,54,67,GK
17008,J. McAtee,238368,17,England,54,69,CAM
17009,R. Coulter,192544,28,Republic of Ireland,54,57,GK
17010,E. Grimes,213793,22,Republic of Ireland,54,63,GK
17011,E. Benedettini,236577,22,San Marino,54,62,GK
17012,M. Kempter,230691,22,Switzerland,54,64,LM
17013,J. Reiners,231459,19,Australia,54,69,LM
17014,R. Strechie,240419,16,Romania,54,66,CM
17015,R. Nabi,240676,18,England,54,64,CM
17016,K. Nisbet,225317,20,Scotland,54,68,ST
17017,D. Jørgensen,193318,26,Denmark,54,59,CDM
17018,M. Thiele,239911,18,Germany,54,69,CAM
17019,Kim Jeong Hyeon,232232,24,Korea Republic,54,61,CM
17020,J. Capacho,239658,19,Colombia,54,67,ST
17021,S. Dunne,224299,21,Republic of Ireland,54,63,LB
17022,D. Sato,239404,22,Philippines,54,63,LM
17023,T. Oya,232749,30,Japan,54,54,RB
17024,C. Kane,236845,18,Republic of Ireland,54,69,LB
17025,L. Pintor,240941,16,France,54,78,ST
17026,J. Turner,236337,18,England,54,77,GK
17027,S. Koné,237107,21,Ivory Coast,54,65,CB
17028,M. Johannsen,239155,25,Denmark,54,58,LWB
17029,S. Jonovic,239411,21,Austria,54,62,CB
17030,C. Thomson,212277,22,Scotland,54,64,RM
17031,K. Ahmadi,237365,18,Sweden,54,64,LM
17032,A. Semprini,240437,19,Italy,54,67,CB
17033,R. Porteous,240439,18,Scotland,54,72,CB
17034,K. Metz,233528,19,Republic of Ireland,54,63,ST
17035,N. Kawaguchi,237624,23,Japan,54,61,RB
17036,A. Łyszczarz,238904,17,Poland,54,72,CAM
17037,D. Węglarz,219705,21,Poland,54,61,GK
17038,G. Moorhouse,240441,22,Republic of Ireland,54,61,RM
17039,S. Al Saleh,225851,25,Saudi Arabia,54,59,GK
17040,P. Berki,240700,27,Hungary,54,54,CAM
17041,R. Isomura,191805,26,Japan,54,56,RB
17042,H. Girling,233534,19,England,54,66,GK
17043,D. Hładun,219967,21,Poland,54,60,GK
17044,R. Senhadji,234815,20,France,54,65,CB
17045,N. da Silva,239423,23,Switzerland,54,60,LM
17046,S. Lavelle,228928,20,Scotland,54,64,CB
17047,K. Lynch,235072,25,Republic of Ireland,54,59,LB
17048,G. Sikošek,237632,23,Slovenia,54,62,LB
17049,L. Saporetti,239680,21,Italy,54,64,LB
17050,C. Kablan,239425,22,Switzerland,54,60,LB
17051,N. Dyachenko,239937,21,Russia,54,62,ST
17052,S. Boyd,230722,19,Republic of Ireland,54,68,ST
17053,E. Martinez,239171,20,Argentina,54,62,LM
17054,A. Ajeti,239427,20,Switzerland,54,61,CB
17055,V. Barbero,237125,16,Argentina,54,72,RM
17056,T. Puchacz,238662,18,Poland,54,73,LB
17057,G. Cleur,240710,19,Australia,54,67,CM
17058,A. Santos,212295,22,Brazil,54,63,RM
17059,C. De las Salas,238408,19,Colombia,54,72,LB
17060,P. Gluhakovic,224588,21,Austria,54,66,RWB
17061,B. Gómez,238156,19,Colombia,54,67,GK
17062,M. Willock,240973,17,England,54,70,CB
17063,K. Oyama,232782,22,Japan,54,63,CDM
17064,M. Howarth,240462,18,England,54,66,CM
17065,M. Mattsson,240974,18,Denmark,54,76,RM
17066,M. Al Majhad,240463,18,Saudi Arabia,54,66,CM
17067,A. Celli,239440,23,Italy,54,62,CB
17068,D. McNamara,239443,18,England,54,70,RB
17069,O. Ashoor,213333,28,Saudi Arabia,54,54,LB
17070,M. Carretta,192853,26,Italy,54,54,RW
17071,P. O'Flaherty,226902,20,England,54,68,GK
17072,D. Wright,236375,19,England,54,66,CM
17073,N. Konstandopoulos,221528,21,Australia,54,65,CM
17074,Y. Koide,237913,22,Japan,54,60,CB
17075,R. Tierney,234074,19,Scotland,54,67,ST
17076,F. Kraft,234842,18,Germany,54,72,GK
17077,D. Genreau,236890,18,France,54,72,LW
17078,M. Kennedy,227676,20,Northern Ireland,54,64,ST
17079,O. Bayode,240732,18,England,54,64,RM
17080,L. Buckley,227935,20,Republic of Ireland,54,62,RB
17081,J. McGregor,234847,20,Scotland,54,67,CB
17082,N. Lyngø,239199,19,Denmark,54,65,CB
17083,K. Singh,208481,31,India,54,54,GK
17084,J. Lokilo,231267,18,DR Congo,54,72,RM
17085,S. Donnelly,240739,24,Republic of Ireland,54,59,ST
17086,A. Didic,239205,22,Canada,54,63,CB
17087,A. Al Enazi,240485,22,Saudi Arabia,54,61,LB
17088,W. Popp,237414,22,Japan,54,60,GK
17089,M. Naji,240486,23,Saudi Arabia,54,61,CM
17090,H. Cameron,221544,20,New Zealand,54,62,RM
17091,L. Marson,235880,19,Italy,54,70,GK
17092,M. Fernandes,238696,20,Germany,54,63,LM
17093,M. Waddington,221545,20,England,54,61,CM
17094,S. Quigley,240745,24,England,54,59,ST
17095,F. Kelleher,227948,21,Republic of Ireland,54,68,CB
17096,J. Margetts,210285,23,England,54,62,ST
17097,J. Wróbel,214895,23,Poland,54,57,CAM
17098,A. Quintana,235375,22,Colombia,54,64,GK
17099,A. Fantini,238448,19,Japan,54,68,GK
17100,M. Arias,241009,19,Colombia,54,67,GK
17101,M. Hernández,232818,18,Argentina,54,69,CM
17102,H. Acevedo,237171,20,Colombia,54,66,GK
17103,E. Markovic,240499,18,Norway,54,69,LW
17104,A. Awaji,227445,23,Saudi Arabia,54,58,CM
17105,J. Esquivel,235125,19,Mexico,54,69,CB
17106,R. Frank,237174,29,Peru,54,54,CM
17107,J. Koivistoinen,238454,19,Finland,54,66,GK
17108,L. Teddy,240503,19,France,54,67,CAM
17109,G. Coughlan,207482,24,Republic of Ireland,54,57,LW
17110,F. Arhin,240506,18,Ghana,54,68,CAM
17111,A. Ocejo,239739,19,Mexico,54,66,LM
17112,J. Sneddon,240763,19,Scotland,54,66,GK
17113,A. Al Zahrani,235900,23,Saudi Arabia,54,62,GK
17114,F. Al Harbi,235901,21,Saudi Arabia,54,64,ST
17115,H. Dhaifallah,235903,23,Saudi Arabia,54,63,CM
17116,F. Lauenborg,229504,20,Denmark,54,62,CM
17117,B. Molloy,53632,33,Republic of Ireland,54,54,CM
17118,D. Ermakov,229761,18,Russia,54,65,GK
17119,T. Bilic,236933,19,Australia,54,64,GK
17120,D. Marzino,228998,20,Switzerland,54,64,GK
17121,P. Sinnott,187783,30,Republic of Ireland,54,54,CB
17122,N. Feil,240009,18,Germany,54,72,CM
17123,C. Gregory,241033,17,England,54,80,GK
17124,M. Al Johani,240522,22,Saudi Arabia,54,63,ST
17125,A. Maccoppi,186763,30,Italy,54,54,CDM
17126,F. Piszczek,239245,22,Poland,54,61,ST
17127,M. Sipľak,239762,21,Slovakia,54,62,CB
17128,F. Tägtström,229268,19,Sweden,54,66,CB
17129,N. Shipnoski,234901,19,Germany,54,71,RM
17130,K. Rutlin,232088,18,Norway,54,66,GK
17131,J. Law,233882,18,England,54,62,ST
17132,K. Laskoś,238746,17,Poland,54,76,CM
17133,A. Vucenovic,240538,19,Austria,54,66,LM
17134,O. Zanzala,227997,20,Congo,54,67,ST
17135,B. Ozegovic,235421,17,Austria,54,66,GK
17136,M. Tramoni,240797,17,France,54,76,CAM
17137,Y. Guzmán,237982,19,Colombia,54,70,CAM
17138,D. Leahy,233375,19,Republic of Ireland,54,73,LB
17139,L. Maniero,236960,18,Italy,54,68,CDM
17140,C. Timite,233121,19,Ivory Coast,54,72,RW
17141,L. Klante,239777,18,Germany,54,72,GK
17142,E. Rovini,220578,22,Italy,54,62,CAM
17143,Dany Mota,234147,19,Portugal,54,73,LW
17144,D. Kurminowski,239779,18,Poland,54,70,ST
17145,R. Browne,213156,21,Antigua & Barbuda,54,67,LW
17146,D. Lalhlimpuia,236452,19,India,54,67,RW
17147,T. Hara,237988,18,Japan,54,68,CM
17148,G. Singh,236453,21,India,54,63,CM
17149,Dai Wai-Tsun,240805,17,Hong Kong,54,77,RM
17150,J. McCombe,11430,34,England,54,54,CB
17151,J. Sangha,233127,19,England,54,68,CM
17152,O. Shaw,240807,19,Scotland,54,69,ST
17153,G. Harkin,231593,29,Republic of Ireland,54,54,LM
17154,R. Källman,240297,18,Finland,54,70,GK
17155,Dani Renda,231850,23,Spain,54,58,CM
17156,A. Rødsand,240299,30,Norway,54,54,CM
17157,J. Lelan,208556,22,Kenya,54,64,CB
17158,B. Zalo,232108,19,Norway,54,70,CB
17159,B. Malcolm,238764,20,Scotland,54,62,RM
17160,C. Triana,239788,20,Colombia,54,64,ST
17161,B. Killip,213677,21,England,54,65,GK
17162,J. Brandon,238765,19,Scotland,54,70,RB
17163,A. Gory,234158,20,France,54,67,RM
17164,O. Øvretveit,201903,23,Norway,54,62,GK
17165,C. Colquhoun,226479,20,Scotland,54,67,CM
17166,D. Davidson,226480,20,Scotland,54,70,CM
17167,N. Leighton,238258,18,England,54,68,ST
17168,J. McIntyre,239538,20,Northern Ireland,54,66,RW
17169,A. Majok,237235,18,Australia,54,67,ST
17170,C. Lucatero,231860,20,United States,54,71,CM
17171,D. Diaw,236213,25,Senegal,54,58,RW
17172,R. Hanquinquant,239030,18,France,54,64,GK
17173,A. Chernov,239798,19,Russia,54,68,GK
17174,J. Veale,229559,20,Wales,54,68,CM
17175,S. Kowalczyk,238775,18,Poland,54,70,RM
17176,T. Fekete,220602,21,Switzerland,54,64,LB
17177,S. Boyd,226490,20,Scotland,54,71,ST
17178,J. Robben,159163,34,Germany,54,54,RM
17179,T. Krapikas,235195,18,Lithuania,54,64,GK
17180,A. Al Najai,236733,22,Saudi Arabia,54,61,CB
17181,L. Lázaro,240061,24,Colombia,54,60,RM
17182,A. Takagi,232638,19,Japan,54,69,ST
17183,S. Campo,234688,21,Switzerland,54,61,RM
17184,C. Kipré,235458,20,France,54,65,CB
17185,P. Ovchinnikov,240578,19,Russia,54,66,GK
17186,J. Hamon,220611,22,England,54,64,GK
17187,B. Scott,241091,18,United States,54,73,GK
17188,Z. Mills,234692,25,England,54,59,CM
17189,S. Al Nabit,240068,21,Saudi Arabia,54,61,LM
17190,B. Lasme,237509,18,France,54,74,ST
17191,S. Oum Gouet,241093,19,Cameroon,54,67,CDM
17192,I. Messaoud,240070,17,Algeria,54,66,ST
17193,A. Sampsted,237511,19,Iceland,54,69,LB
17194,A. Traorè,236488,17,Ivory Coast,54,71,RW
17195,O. Sail,225993,21,New Zealand,54,63,GK
17196,A. Golovatyuk,240842,20,Russia,54,70,LM
17197,N. Anderton,223180,21,England,54,64,LB
17198,K. Awuah,237262,21,Canada,54,66,LB
17199,D. Harvie,226514,18,Scotland,54,65,LM
17200,F. Rodríguez Calleriza,240338,21,Uruguay,54,60,ST
17201,L. Andrenacci,226259,22,Italy,54,61,GK
17202,C. Zuvela,240340,20,Australia,54,66,CAM
17203,M. Bleve,239573,21,Italy,54,64,GK
17204,O. Christensen,236758,18,Denmark,54,69,GK
17205,L. Reynolds,239318,21,England,54,64,ST
17206,M. Amick,237271,22,United States,54,63,CB
17207,A. Jones,237272,23,England,54,63,RB
17208,T. Ryan,227545,20,Republic of Ireland,54,69,GK
17209,L. Sutton,225498,20,England,54,62,CM
17210,E. Osborne,236762,21,England,54,62,CM
17211,S. George,240346,19,England,54,68,GK
17212,J. McGarry,231131,19,New Zealand,54,65,CAM
17213,W. Eskelinen,216540,20,Sweden,54,62,GK
17214,A. El-Amrani,202205,25,Norway,54,59,RB
17215,S. Singh,232669,18,New Zealand,54,68,LW
17216,M. Sakamoto,237790,21,Japan,54,65,RW
17217,D. Hayes,219872,22,Republic of Ireland,54,60,RB
17218,S. Cosgrove,227040,20,England,54,64,ST
17219,M. Al Mufarrij,232675,20,Saudi Arabia,54,63,CB
17220,M. Nishimoto,237795,21,Japan,54,64,LM
17221,F. Burdenski,216548,25,Germany,54,58,CDM
17222,J. Bittner,169190,35,England,54,54,GK
17223,I. Chatzitheodoridis,225768,19,Greece,54,60,LB
17224,E. Bwomono,240616,18,England,54,70,RB
17225,K. da Graca,225770,19,Sweden,54,71,CB
17226,E. Martinez,236526,18,Australia,54,65,CAM
17227,D. Budzyński,211184,25,Poland,54,57,GK
17228,S. Fujitani,232944,19,Japan,54,65,RM
17229,F. Vivas,241137,20,Argentina,54,63,ST
17230,I. Voca,238580,20,Switzerland,54,68,CM
17231,S. Elworthy,229365,19,Republic of Ireland,54,65,RB
17232,R. Vargas,238581,18,Switzerland,54,72,LM
17233,A. Zahui Bazoukou,237047,21,Sweden,54,62,ST
17234,M. Olsen Pettersen,233466,17,Norway,54,67,GK
17235,A. Skovgaard,233212,20,Denmark,54,67,CB
17236,D. Richards,214525,23,Wales,54,59,GK
17237,C. Addai,233215,19,Ghana,54,70,GK
17238,L. Watt,226560,20,Scotland,53,67,RB
17239,A. Al Shahrani,231170,23,Saudi Arabia,53,57,CM
17240,M. Shabow,231683,19,Australia,53,65,LW
17241,A. Famewo,235267,18,England,53,70,CB
