,Name,ID,Age,Nationality,primary_pos,Overall,Potential,Salary,Club
14219,N. Rehnen,229067,20,Germany,GK,61,72,1000,DSC Arminia Bielefeld
14220,V. Zúñiga,229835,21,Mexico,RW,61,70,5000,Cruz Azul
14221,Lee Sang Min,237771,22,Korea Republic,CDM,61,72,2000,Suwon Samsung Bluewings
14222,S. Seth,239819,19,Nigeria,CB,61,74,1000,Evkur Yeni Malatyaspor
14223,Lee Yang Jong,208332,27,Korea Republic,GK,61,63,1000,Daegu FC
14224,G. Taylor,226508,19,Scotland,RB,61,75,1000,Kilmarnock
14225,F. Krogstad,228044,22,Norway,RM,61,69,1000,Lillestrøm SK
14226,M. Bartley,184013,30,England,CM,61,61,2000,Hibernian
14227,A. Ramsdale,233934,19,England,GK,61,80,3000,Bournemouth
14228,E. Bytyqi,238798,20,Germany,RM,61,72,1000,Würzburger FV
14229,Q. N'Gakoutou,222159,23,Central African Rep.,ST,61,66,6000,AS Monaco
14230,S. Martínez,224463,25,Uruguay,CB,61,63,3000,Belgrano de Córdoba
14231,Y. Çelik,237008,21,Turkey,LB,61,71,3000,Antalyaspor
14232,E. Ham,222417,23,Argentina,CDM,61,70,2000,Argentinos Juniors
14233,C. Kpekawa,223953,21,England,CB,61,71,2000,Colchester United
14234,Pomareta,238289,22,Spain,CDM,61,70,2000,CD Numancia
14235,M. van de Meulenhof,240593,18,Netherlands,GK,61,76,1000,PSV
14236,J. Thomasen,223186,21,Denmark,CM,61,72,2000,Odense Boldklub
14237,J. Dibirgadzhiev,229330,20,Russia,ST,61,70,4000,FC Anzhi Makhachkala
14238,A. Bordin,239570,18,Italy,CM,61,75,6000,Ternana
14239,J. Balk,210131,23,Netherlands,CB,61,68,1000,St. Patrick's Athletic
14240,P. Stępiński,211667,22,Poland,RB,61,69,1000,Wisła Płock
14241,B. Rotenberg,150995,31,Finland,RWB,61,61,7000,Lokomotiv Moscow
14242,C. Stockton,207828,23,England,ST,61,69,2000,Heart of Midlothian
14243,K. Morris,208852,23,England,LM,61,68,2000,Walsall
14244,C. Roddan,210388,24,England,CM,61,66,1000,Sligo Rovers
14245,J. Cejas,238036,19,Argentina,CAM,61,75,2000,Estudiantes de La Plata
14246,F. Al Johani,210901,25,Saudi Arabia,ST,61,64,3000,Al Qadisiyah
14247,J. Rodríguez,214485,24,Colombia,CDM,61,68,1000,Corporación Club Deportivo Tuluá
14248,Grego Sierra,224981,24,Spain,CB,61,67,2000,CD Numancia
14249,S. Horemans,235222,19,Belgium,CB,61,73,2000,KAA Gent
14250,M. Rhead,211415,33,England,ST,61,61,4000,Lincoln City
14251,I. Bah,237527,18,Belgium,ST,61,76,2000,KV Oostende
14252,A. Bradley,239319,18,England,CM,61,80,6000,West Bromwich Albion
14253,R. Kadima,240855,19,France,CAM,61,75,1000,AC Ajaccio
14254,D. Gape,211928,22,England,CDM,61,69,3000,Wycombe Wanderers
14255,J. Flores,227288,21,England,LM,61,74,2000,Chesterfield
14256,T. Nobile,239576,20,Italy,GK,61,70,1000,Vercelli
14257,J. Schmidt,237273,23,United States,LB,61,67,1000,Real Salt Lake
14258,T. Malacia,238041,17,Netherlands,LB,61,80,2000,Feyenoord
14259,S. Kobayashi,232922,23,Japan,ST,61,66,1000,Vissel Kobe
14260,E. Martínez,227803,23,Argentina,RM,61,69,3000,Chacarita Juniors
14261,L. Summerfield,169947,29,England,CM,61,61,3000,Grimsby Town
14262,T. Conechny,236507,19,Argentina,ST,61,77,3000,San Lorenzo de Almagro
14263,J. Musa,199388,25,New Zealand,CB,61,66,2000,Sporting Kansas City
14264,Hwang Soon Min,207836,26,Korea Republic,CAM,61,62,1000,Sangju Sangmu FC
14265,N. Gómez,235228,19,Mexico,CAM,61,70,4000,Pachuca
14266,A. Tanaka,236764,18,Japan,CM,61,75,1000,Kawasaki Frontale
14267,F. Cernuto,240092,25,Italy,CB,61,64,1000,F.B.C. Unione Venezia
14268,F. Musaev,197597,28,Uzbekistan,CB,61,61,1000,Júbilo Iwata
14269,K. Steindórsson,207581,27,Iceland,CAM,61,61,1000,GIF Sundsvall
14270,P. Wilson,228573,20,Sweden,ST,61,71,1000,GIF Sundsvall
14271,S. Otsuki,233181,28,Japan,ST,61,61,2000,Vissel Kobe
14272,Diego Parras,236509,21,Spain,RB,61,73,3000,UD Las Palmas
14273,A. Mac Allister,239837,18,Argentina,CAM,61,79,1000,Argentinos Juniors
14274,J. Roberts,206558,23,England,LM,61,66,2000,Crawley Town
14275,A. Jezawi,210142,28,Saudi Arabia,LM,61,61,4000,Al Raed
14276,N. Low,198623,25,Scotland,CM,61,66,2000,Derry City
14277,B. Clarke,157407,31,Republic of Ireland,GK,61,61,1000,Limerick FC
14278,Wanderson,229343,28,Brazil,LB,61,61,3000,Pohang Steelers
14279,L. Grorud,166879,33,Norway,CB,61,61,1000,Sandefjord Fotball
14280,L. Stulac,240095,22,Slovenia,CDM,61,66,1000,F.B.C. Unione Venezia
14281,J. Joronen,199904,24,Finland,GK,61,67,2000,AC Horsens
14282,Navas,226272,22,Spain,RB,61,70,2000,UD Almería
14283,T. Figueroa,215267,25,Argentina,ST,61,66,3000,Belgrano de Córdoba
14284,M. Greve,224483,22,Denmark,CM,61,69,3000,Odense Boldklub
14285,E. Cedillo,239843,21,Mexico,CB,61,70,6000,Club América
14286,T. Christensen,152036,33,Denmark,CB,61,61,2000,Lyngby BK
14287,J. Stephens,204517,23,England,GK,61,65,2000,Barnet
14288,A. Troshechkin,224741,21,Russia,CDM,61,69,4000,FC Tosno
14289,J. Anyon,170213,30,England,GK,61,61,2000,Chesterfield
14290,K. Sekiguchi,237797,31,Japan,RM,61,61,1000,Cerezo Osaka
14291,T. Hagn,239077,22,Germany,LB,61,67,1000,SpVgg Unterhaching
14292,H. Middleton,211430,22,England,CDM,61,67,3000,Port Vale
14293,R. Caballuci,235494,24,Argentina,RM,61,63,2000,Bahía Blanca
14294,T. Nichols,204007,23,England,LW,61,65,2000,Bristol Rovers
14295,T. Moore,226791,20,England,CB,61,74,6000,Cheltenham Town
14296,Luong Xuan Truong,231911,22,Vietnam,CDM,61,67,1000,Gangwon FC
14297,S. Villa,233959,21,Colombia,RM,61,73,1000,Deportes Tolima
14298,T. Hübers,234727,20,Germany,CB,61,72,5000,Hannover 96
14299,Q. Laçi,234983,21,Albania,CM,61,71,1000,AC Ajaccio
14300,L. Waterfall,189159,26,England,CB,61,63,3000,Lincoln City
14301,O. Rathbone,235496,20,England,CAM,61,71,1000,Rochdale
14302,L. Walters,213737,22,England,ST,61,70,5000,Nottingham Forest
14303,D. Tshiembe,234473,25,DR Congo,CM,61,64,2000,AC Horsens
14304,C. Boukholda,239849,21,France,CAM,61,71,6000,LOSC Lille
14305,Genaro,240873,19,Spain,CB,61,74,1000,Sevilla Atlético
14306,J. Johansen,52201,32,Norway,CM,61,61,1000,Tromsø IL
14307,N. Belloni,213994,22,Italy,RW,61,68,9000,Carpi
14308,M. Palacios,214250,24,Colombia,ST,61,66,1000,Alianza Petrolera
14309,B. Wilson,230890,20,Australia,CM,61,75,2000,Perth Glory
14310,S. Starke Hedlund,232170,22,Sweden,CB,61,69,1000,Kalmar FF
14311,I. Ganago,241130,18,Cameroon,ST,61,77,4000,OGC Nice
14312,P. Paton,213739,30,Northern Ireland,CDM,61,61,2000,St. Johnstone FC
14313,M. Vallecilla,227052,26,Colombia,LB,61,63,1000,Atlético Huila
14314,Z. Clark,204269,25,Scotland,GK,61,66,1000,St. Johnstone FC
14315,M. Clark,223981,21,England,CDM,61,71,2000,Hull City
14316,A. McCarey,200942,25,Republic of Ireland,GK,61,65,1000,Ross County FC
14317,K. Edwards,231406,19,England,CAM,61,77,6000,Exeter City
14318,O. Hawkins,232174,25,England,ST,61,66,3000,Portsmouth
14319,C. MacGillivray,223727,24,England,GK,61,67,1000,Shrewsbury
14320,L. Contin,225519,21,Argentina,ST,61,68,3000,Gimnasia y Esgrima La Plata
14321,T. Edwards,238319,18,England,RB,61,80,5000,Stoke City
14322,C. Horton,219120,22,United States,GK,61,71,1000,D.C. United
14323,F. Jagiełło,220912,19,Poland,CAM,61,73,1000,Zagłębie Lubin
14324,A. Confais,228592,20,France,CDM,61,74,3000,ES Troyes AC
14325,J. Aguirre,231664,25,Colombia,GK,61,66,1000,Atlético Bucaramanga
14326,G. Malcore,240625,23,Italy,ST,61,66,1000,Carpi
14327,E. Zenga,208370,24,Germany,CDM,61,64,1000,Hallescher FC
14328,P. Wiesinger,239090,23,Austria,CB,61,68,3000,LASK Linz
14329,J. Stertzer,212723,26,United States,CDM,61,63,2000,New York City Football Club
14330,D. Snepvangers,239347,19,Netherlands,LM,61,73,1000,NAC Breda
14331,P. Fernández,240372,30,Argentina,GK,61,61,2000,Chacarita Juniors
14332,A. Gerbo,193268,27,Italy,RB,61,62,1000,Foggia
14333,S. Benamar,229109,24,Germany,LB,61,64,1000,Rot-Weiß Erfurt
14334,Danilson,232949,30,Colombia,CM,61,61,1000,Independiente Medellín
14335,G. Carrasco,238069,20,Argentina,RWB,61,70,2000,Club Atlético Lanús
14336,J. Clauss,239093,24,France,RB,61,68,1000,US Quevilly-Rouen
14337,L. Madej,148470,35,Poland,CAM,61,61,1000,Śląsk Wrocław
14338,L. von Piechowski,239094,23,Germany,CB,61,67,1000,Chemnitzer FC
14339,S. Dembele,239350,20,Scotland,RM,61,71,2000,Grimsby Town
14340,I. Conté,236279,21,Guinea,CB,61,72,1000,FC Lorient
14341,G. Burke,183544,23,Republic of Ireland,CAM,61,67,1000,Shamrock Rovers
14342,A. Georgiev,234233,23,Bulgaria,CB,61,68,0,
14343,D. Srbeny,239097,23,Germany,ST,61,66,1000,SC Paderborn 07
14344,A. Plumain,211962,22,France,ST,61,73,2000,US Quevilly-Rouen
14345,L. Bender,189434,29,Germany,CM,61,61,1000,SC Fortuna Köln
14346,K. Tezuka,232955,21,Japan,CDM,61,67,2000,Kashiwa Reysol
14347,N. Domínguez,237819,19,Argentina,CM,61,72,2000,Vélez Sarsfield
14348,D. Redmond,237309,20,England,ST,61,73,14000,Scunthorpe United
14349,C. Dimaio,222462,21,Republic of Ireland,CM,61,69,3000,Chesterfield
14350,T. Clancy,163582,33,Republic of Ireland,CB,61,61,1000,Bray Wanderers
14351,F. Ali,237054,25,Sweden,CM,61,64,1000,AFC Eskilstuna
14352,T. Reijnders,240638,18,Netherlands,CM,61,76,1000,AZ Alkmaar
14353,R. Siemaszko,200703,30,Poland,ST,61,61,2000,Arka Gdynia
14354,C. McGrandles,225279,21,Scotland,RM,61,74,2000,Milton Keynes Dons
14355,T. Heintz,228863,18,Norway,ST,61,73,1000,Sarpsborg 08 FF
14356,M. Kostyukov,235775,25,Russia,LM,61,62,4000,Amkar Perm
14357,A. Blackman,193023,26,England,LB,61,64,3000,Barnet
14358,S. Dooley,223744,25,Northern Ireland,RM,60,63,1000,Cork City
14359,M. Aquino,225792,23,Argentina,GK,60,69,1000,Arsenal de Sarandí
14360,P. Ghiglione,230912,20,Italy,RW,60,77,4000,Vercelli
14361,L. Robertone,235008,20,Argentina,LM,60,75,2000,Vélez Sarsfield
14362,M. Duckworth,219905,25,Germany,LWB,60,64,1000,Fleetwood Town
14363,T. Taufflieb,233729,24,France,RM,60,66,1000,US Quevilly-Rouen
14364,Dani Cárdenas,236033,20,Spain,GK,60,70,2000,Levante UD
14365,A. Cervantes,239617,19,Mexico,CDM,60,78,3000,Club León
14366,E. Björkander,225026,21,Sweden,RB,60,69,1000,GIF Sundsvall
14367,Carlos Alves,226051,19,Portugal,GK,60,69,1000,Rio Ave FC
14368,Park Jung Ho,231939,20,Korea Republic,ST,60,70,1000,Jeonbuk Hyundai Motors
14369,K. Dabila,239363,20,Ivory Coast,CB,60,70,4000,LOSC Lille
14370,M. Valenzuela,232708,18,Argentina,LB,60,75,1000,Newell's Old Boys
14371,Lucas,213509,24,Brazil,CB,60,64,1000,FC Luzern
14372,D. Batallini,232709,21,Argentina,LM,60,70,2000,Argentinos Juniors
14373,A. Kotnik,237573,21,Slovenia,CAM,60,68,2000,Crotone
14374,T. Chalobah,230918,17,England,CB,60,77,6000,Chelsea
14375,J. Ibarra,239622,21,Mexico,RM,60,69,6000,Tigres U.A.N.L.
14376,A. Al Fahmi,210183,26,Saudi Arabia,GK,60,64,2000,Al Qadisiyah
14377,N. Granatowski,238599,26,Germany,LM,60,61,1000,SV Meppen
14378,Javi Pérez,240903,21,Spain,CM,60,70,1000,Real Valladolid
14379,M. Bustos,225544,21,Canada,RM,60,68,1000,Vancouver Whitecaps FC
14380,D. Kelly-Evans,226056,20,England,RWB,60,74,2000,Coventry City
14381,Woo Chan Yang,231944,20,Korea Republic,LM,60,72,1000,Pohang Steelers
14382,J. Williams,224265,20,England,CM,60,72,8000,Barnsley
14383,E. Nolan,169481,28,Republic of Ireland,LB,60,60,3000,Crewe Alexandra
14384,S. Hoare,211978,23,Republic of Ireland,CB,60,67,1000,Dundalk
14385,G. Dahl,228362,20,Denmark,LB,60,74,1000,Silkeborg IF
14386,Seo Jae Min,231946,19,Korea Republic,RM,60,72,1000,Daegu FC
14387,B. Swanson,225803,19,United States,CDM,60,71,1000,Columbus Crew SC
14388,P. Cherrie,140300,33,Scotland,GK,60,60,1000,Bray Wanderers
14389,S. Nelson,153100,35,England,GK,60,60,1000,Gillingham
14390,Marc Rovirola,228364,24,Spain,CDM,60,65,1000,Albacete Balompié
14391,T. Kok,233228,19,Netherlands,CB,60,69,1000,Willem II
14392,D. Schmidt,237580,25,Japan,GK,60,64,1000,Vegalta Sendai
14393,A. García,239628,21,Mexico,CB,60,69,2000,Deportivo Toluca
14394,M. Rochester Sørensen,204301,24,Denmark,ST,60,67,2000,Silkeborg IF
14395,B. Nlaté,226061,20,Cameroon,RB,60,67,3000,Olympique de Marseille
14396,C. Villagra,223502,21,Argentina,ST,60,72,2000,Banfield
14397,K. Mac Allister,233230,19,Argentina,RB,60,71,1000,Argentinos Juniors
14398,P. Sabak,235278,18,Belgium,CAM,60,76,1000,KRC Genk
14399,R. Lucena,240398,20,Venezuela,CM,60,75,1000,Atletico Nacional Medellin
14400,D. Cole,203023,25,Scotland,RB,60,67,1000,Derry City
14401,M. Hauptmeijer,229135,20,Netherlands,GK,60,70,1000,PEC Zwolle
14402,H. Hallberg,225808,20,Sweden,CM,60,70,1000,Kalmar FF
14403,J. Calero,226832,18,Colombia,ST,60,76,3000,Pachuca
14404,J. Kanakubo,232464,29,Japan,CM,60,60,1000,Vegalta Sendai
14405,Juampe,234769,21,Spain,CM,60,68,1000,Cádiz C.F.
14406,Na Sang Ho,238097,20,Korea Republic,ST,60,72,1000,GwangJu FC
14407,T. Dingwall,210962,22,Scotland,LM,60,66,1000,Ross County FC
14408,H. Watson,220690,24,New Zealand,ST,60,65,1000,Wellington Phoenix
14409,M. Browne,231442,19,England,CAM,60,75,6000,West Ham United
14410,Quintana,234770,21,Spain,CM,60,71,3000,Levante UD
14411,D. Johnstone,221203,22,Scotland,ST,60,70,2000,St. Johnstone FC
14412,A. Karnuçu,239891,17,Turkey,CB,60,79,3000,Galatasaray SK
14413,S. Saucedo,226580,20,United States,RW,60,70,1000,Real Salt Lake
14414,J. Durán,235796,20,Mexico,CB,60,73,3000,Club León
14415,B. Turan,238612,20,Turkey,CB,60,72,2000,Kasimpaşa SK
14416,Diego Barri,241172,21,Spain,RB,60,69,2000,Getafe CF
14417,R. Asaad,236821,22,Sweden,CM,60,69,1000,Hammarby IF
14418,O. Ural,238613,20,Turkey,RB,60,70,2000,Kasimpaşa SK
14419,B. Bingham,189206,26,England,CM,60,61,2000,Gillingham
14420,P. Staikos,237079,21,Greece,CDM,60,72,1000,Panathinaikos FC
14421,J. Mendy,240151,22,Senegal,RB,60,66,1000,US Quevilly-Rouen
14422,N. Fazzi,222488,22,Italy,RW,60,67,1000,Cesena
14423,S. Londoño,214041,22,Colombia,GK,60,70,1000,Envigado FC
14424,M. Litka,225561,21,Germany,RM,60,72,2000,FC St. Pauli
14425,H. Shiota,232473,36,Japan,GK,60,60,1000,Omiya Ardija
14426,T. Verlinden,237337,17,Belgium,RM,60,78,5000,Stoke City
14427,A. La Gumina,228378,21,Italy,ST,60,71,1000,Palermo
14428,M. Sanhaji,236570,18,Morocco,ST,60,68,1000,CD Numancia
14429,N. Menéndez,240410,23,Argentina,RM,60,68,2000,Chacarita Juniors
14430,A. Jones,236315,19,England,CB,60,75,5000,Southampton
14431,D. Herrera,231452,21,Colombia,RW,60,71,1000,Patriotas Boyacá FC
14432,L. Sinisterra,233500,18,Colombia,ST,60,75,1000,CD Once Caldas Manizales
14433,C. Sánchez,239132,18,Argentina,ST,60,79,1000,Talleres de Cordoba
14434,G. Groba,240412,21,Argentina,RM,60,68,2000,Chacarita Juniors
14435,L. O'Brien,198685,25,England,GK,60,65,2000,Coventry City
14436,J. Łukowski,215581,21,Poland,LM,60,67,1000,Wisła Płock
14437,W. Kurtovic,227869,21,Sweden,CDM,60,70,1000,Sandefjord Fotball
14438,A. Jung,236829,19,France,ST,60,71,1000,Stade de Reims
14439,L. Ten Teije,240413,19,Netherlands,LW,60,72,1000,Vitesse
14440,A. Sødlund,227870,20,Norway,CM,60,70,1000,Sandefjord Fotball
14441,A. Faustin,229918,20,Haiti,RM,60,71,2000,SV Zulte-Waregem
14442,M. Kurogi,232990,27,Japan,CDM,60,61,1000,Ventforet Kofu
14443,S. Ito,179742,28,Japan,ST,60,60,2000,Yokohama F. Marinos
14444,M. Scannella,228895,30,France,GK,60,60,1000,Bourg en Bresse Péronnas 01
14445,M. Nys,235039,20,Belgium,LM,60,70,1000,Waasland-Beveren
14446,André Sousa,240415,19,Portugal,CM,60,72,1000,Vitória Setúbal
14447,Y. Çetin,240671,20,Turkey,CB,60,70,2000,Gençlerbirliği SK
14448,Tienza,241183,20,Spain,GK,60,70,2000,Real Betis Balompié
14449,M. Al Wakid,219936,25,Saudi Arabia,GK,60,65,4000,Al Hilal
14450,J. Firpo,241184,20,Dominican Republic,LB,60,70,2000,Real Betis Balompié
14451,H. Burgoyne,228385,20,England,GK,60,74,4000,Wolverhampton Wanderers
14452,S. Omeonga,234785,21,Belgium,CDM,60,72,3000,Genoa
14453,D. Valdez,238881,24,Argentina,RB,60,67,1000,Atlético Tucumán
14454,N. Welbeck,203554,22,Ghana,CDM,60,70,2000,Odense Boldklub
14455,F. Perradin,228898,25,France,CB,60,65,1000,Bourg en Bresse Péronnas 01
14456,N. Gotfredsen,205091,28,Denmark,RB,60,60,2000,Hobro IK
14457,D. Szymański,223779,22,Poland,CDM,60,66,1000,Wisła Płock
14458,Valera,239651,20,Spain,GK,60,69,1000,SD Huesca
14459,J. Manière,208164,25,Switzerland,CM,60,63,2000,FC Lausanne-Sports
14460,M. Işık,240932,20,Turkey,CM,60,68,2000,Medicana Sivasspor
14461,Lee Eun Beom,237093,21,Korea Republic,RW,60,68,1000,Jeju United FC
14462,D. Zamora,239653,20,Colombia,RB,60,70,1000,CD Los Millionarios Bogota
14463,M. Ellingsen,240677,22,Norway,CM,60,68,1000,Molde FK
14464,S. Mutlu,240934,20,Turkey,RM,60,67,2000,Medicana Sivasspor
14465,L. Schnellbacher,238631,23,Germany,RW,60,66,1000,VfR Aalen
14466,M. Mitrović,200488,25,Sweden,ST,60,65,2000,SønderjyskE
14467,K. Skoglund,237352,29,Sweden,LM,60,60,1000,IK Sirius
14468,B. Urbański,239656,19,Poland,CDM,60,75,1000,Willem II
14469,R. Tavera,231209,21,Colombia,CDM,60,71,1000,Atlético Huila
14470,T. Bouriaud,234537,20,France,CM,60,73,3000,FC Nantes
14471,R. Sprangers,240169,19,Haiti,ST,60,73,1000,NAC Breda
14472,V. Sköld,220970,27,Sweden,ST,60,60,1000,Örebro SK
14473,Park Jeong Su,232746,23,Korea Republic,CDM,60,63,1000,Yokohama F. Marinos
14474,Kim Jin Ya,236586,19,Korea Republic,LW,60,72,1000,Incheon United FC
14475,Junior Messias,240938,26,Brazil,ST,60,63,1000,Vercelli
14476,Y. Ogawa,191786,32,Japan,CDM,60,60,1000,Albirex Niigata
14477,Lim Seong Taek,213291,28,Korea Republic,CAM,60,60,1000,Sangju Sangmu FC
14478,M. Chouiar,235563,18,France,ST,60,74,1000,RC Lens
14479,Loureiro,239403,20,Spain,RB,60,68,1000,Córdoba CF
14480,G. Adzhoev,235564,22,Russia,LW,60,66,4000,Arsenal Tula
14481,M. Peralta,238892,20,Argentina,ST,60,69,1000,Atlético Tucumán
14482,N. Obolskiy,228397,20,Russia,ST,60,68,4000,Dinamo Moscow
14483,R. Souici,240429,19,France,CM,60,76,3000,AS Saint-Étienne
14484,M. Bruhn,239150,26,Denmark,GK,60,65,1000,FC Helsingør
14485,Allef,239918,22,Brazil,ST,60,66,1000,Vitória Setúbal
14486,M. Böcskör,139311,34,Austria,GK,60,60,3000,SV Mattersburg
14487,D. Mboumbouni,226863,21,France,CB,60,70,5000,Olympique Lyonnais
14488,Z. Mathers,231983,23,United States,CM,60,66,1000,Seattle Sounders FC
14489,A. Makarov,232239,21,Russia,LW,60,71,5000,CSKA Moscow
14490,S. Gomez,233263,20,Trinidad & Tobago,RW,60,68,1000,New York City Football Club
14491,Bruno Jordão,240175,18,Portugal,CM,60,76,1000,Lazio
14492,J. Meade,203056,24,England,LB,60,65,1000,AFC Eskilstuna
14493,R. Matthews,203824,23,England,GK,60,69,3000,Norwich City
14494,B. Allain,228912,25,France,GK,60,66,2000,Dijon FCO
14495,Jang Cheol Yong,237104,21,Korea Republic,LB,60,68,1000,Pohang Steelers
14496,M. Perg,240176,25,Uruguay,CB,60,65,2000,Deportivo Toluca
14497,L. O'Neil,205361,23,England,CDM,60,61,2000,Cambridge United
14498,I. Näsberg,216114,21,Norway,CB,60,69,1000,Vålerenga Fotball
14499,B. Kennedy,225586,20,Northern Ireland,LM,60,72,2000,Stevenage
14500,K. O'Connor,228658,22,Republic of Ireland,LM,60,70,2000,Preston North End
14501,P. Daka,241202,18,Zambia,ST,60,76,3000,FC Red Bull Salzburg
14502,T. Watson,224307,20,England,RB,60,73,3000,Reading
14503,J. Günther-Schmidt,225075,22,Germany,RW,60,69,3000,FC Carl Zeiss Jena
14504,J. Dasilva,232755,19,England,LB,60,79,1000,Charlton Athletic
14505,K. Gipson,229172,21,Germany,RB,60,70,1000,SV Sandhausen
14506,M. Soisalo,237108,19,Finland,RM,60,76,2000,Middlesbrough
14507,M. Fossum Basse,239156,20,Denmark,CM,60,75,1000,FC Helsingør
14508,G. Loiacono,239412,25,Italy,CB,60,65,1000,Foggia
14509,J. Barrett Laursen,219957,22,Denmark,LB,60,69,2000,Odense Boldklub
14510,S. Rouiller,224821,26,Switzerland,RB,60,63,1000,FC Lugano
14511,K. Scott,232757,19,United States,CM,60,75,7000,Chelsea
14512,J. Levi,239669,21,Sweden,RW,60,68,1000,Rosenborg BK
14513,S. Kelly,203830,23,England,LM,60,67,2000,Grimsby Town
14514,K. Dankowski,219702,20,Poland,RB,60,70,1000,Śląsk Wrocław
14515,F. Henríquez,231222,22,Argentina,CDM,60,67,2000,Godoy Cruz
14516,Park Se Jin,233014,21,Korea Republic,RWB,60,68,1000,Daegu FC
14517,R. Armand,181558,30,France,ST,60,60,1000,GFC Ajaccio
14518,L. Noble,197687,26,England,CDM,60,62,3000,Forest Green
14519,L. McCullough,211511,23,Northern Ireland,RB,60,68,1000,Doncaster Rovers
14520,A. Calver,212535,21,Australia,RB,60,65,1000,Sydney FC
14521,E. Lecygne,228407,20,France,CM,60,70,6000,Stoke City
14522,L. Mosevich,231479,20,Argentina,CB,60,72,1000,Argentinos Juniors
14523,J. Tymon,232759,18,England,LB,60,77,4000,Stoke City
14524,S. Roa,237623,21,Colombia,RB,60,69,1000,Tigres FC
14525,R. Bowman,197945,25,England,ST,60,62,1000,Motherwell
14526,S. Vernon,156473,33,England,ST,60,60,2000,Grimsby Town
14527,M. Maria,227897,22,Curacao,LM,60,68,1000,FC Erzgebirge Aue
14528,H. Cakin,205370,25,France,LB,60,64,1000,Stade de Reims
14529,J. Greenspan,226874,24,United States,CB,60,64,1000,Minnesota Thunder
14530,S. Deslandes,229178,20,France,LB,60,75,5000,Wolverhampton Wanderers
14531,L. Amos,232250,20,England,LB,60,72,7000,Tottenham Hotspur
14532,F. De Paoli,235834,20,Italy,RM,60,73,2000,Chievo Verona
14533,M. Bloomfield,53818,33,England,CM,60,60,3000,Wycombe Wanderers
14534,L. Choutesiotis,222779,22,Greece,GK,60,67,1000,Olympiakos CFP
14535,A. Peláez,227899,23,Mexico,GK,60,67,3000,Cruz Azul
14536,A. Confente,235835,19,Italy,GK,60,74,1000,Chievo Verona
14537,C. Clough,182331,26,England,RB,60,60,2000,Barnet
14538,A. Angulo,228156,20,Colombia,LM,60,73,1000,Águilas Doradas
14539,S. Gartenmann,229436,20,Denmark,CB,60,76,2000,SønderjyskE
14540,E. Alderete,240444,21,Argentina,LW,60,68,2000,Chacarita Juniors
14541,R. Raveloson,225853,20,France,LM,60,68,1000,Tours FC
14542,F. Hollinger-Janzen,231997,23,Benin,ST,60,66,1000,New England Revolution
14543,T. Dieng,206142,25,France,CB,60,63,2000,Bradford City
14544,T. Dzhamalutdinov,219966,20,Russia,CM,60,71,3000,FC Anzhi Makhachkala
14545,M. Piccinocchi,229438,22,Italy,CM,60,70,1000,FC Lugano
14546,K. Davis,231743,19,England,ST,60,73,3000,Aston Villa
14547,F. Çakır,223040,22,Turkey,GK,60,69,2000,İstanbul Başakşehir FK
14548,S. Abdullah,238912,28,Saudi Arabia,RB,60,60,3000,Ohod Club
14549,P. Schürpf,193344,27,Switzerland,LM,60,60,2000,FC Luzern
14550,A. Taylor-Sinclair,213569,26,Scotland,LWB,60,63,2000,Plymouth Argyle
14551,S. Knežević,234817,20,Switzerland,CDM,60,74,1000,FC Luzern
14552,L. Vila,211266,25,Argentina,ST,60,65,2000,Bahía Blanca
14553,M. López,240962,19,Argentina,ST,60,71,2000,Banfield
14554,K. Touré,238915,23,Mali,ST,60,67,2000,Royal Antwerp FC
